2024-11-29 00:17:10.135 [main] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2024-11-29 00:17:10.149 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2024-11-29 00:17:10.152 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2024-11-29 00:17:10.183 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nombre with lazy=false
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Liga:nombre]
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for nombre
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Liga.nombre
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property nombre
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Liga), mappingColumn=pais, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property pais with lazy=false
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Liga:pais]
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for pais
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Liga.pais
2024-11-29 00:18:56.565 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property pais
2024-11-29 00:18:56.570 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Binding entity from annotated class: models.Equipo
2024-11-29 00:18:56.570 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2024-11-29 00:18:56.571 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Import with entity name Equipo
2024-11-29 00:18:56.571 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Bind entity models.Equipo on table Equipo
2024-11-29 00:18:56.578 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Equipo), mappingColumn=id_equipo, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.578 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [models.Equipo] is safe
2024-11-29 00:18:56.578 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : models.Equipo
2024-11-29 00:18:56.579 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property idEquipo with lazy=false
2024-11-29 00:18:56.579 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Equipo:idEquipo]
2024-11-29 00:18:56.579 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for idEquipo
2024-11-29 00:18:56.579 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Equipo.id_equipo
2024-11-29 00:18:56.579 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property idEquipo
2024-11-29 00:18:56.579 [main] DEBUG org.hibernate.cfg.BinderHelper - #makeIdGenerator(BasicValue([Column(id_equipo)]), idEquipo, org.hibernate.id.enhanced.SequenceStyleGenerator, , ...)
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Equipo), mappingColumn=fundacion, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property fundacion with lazy=false
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Equipo:fundacion]
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for fundacion
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Equipo.fundacion
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property fundacion
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='null'}
2024-11-29 00:18:56.580 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Equipo), mappingColumn=liga, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property liga
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Equipo), mappingColumn=nombre, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nombre with lazy=false
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Equipo:nombre]
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for nombre
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Equipo.nombre
2024-11-29 00:18:56.582 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property nombre
2024-11-29 00:18:56.583 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Binding entity from annotated class: models.Jugador
2024-11-29 00:18:56.583 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2024-11-29 00:18:56.583 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Import with entity name Jugador
2024-11-29 00:18:56.583 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Bind entity models.Jugador on table Jugador
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Jugador), mappingColumn=id_jugador, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [models.Jugador] is safe
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : models.Jugador
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property idJugador with lazy=false
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Jugador:idJugador]
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for idJugador
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Jugador.id_jugador
2024-11-29 00:18:56.584 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property idJugador
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.BinderHelper - #makeIdGenerator(BasicValue([Column(id_jugador)]), idJugador, org.hibernate.id.enhanced.SequenceStyleGenerator, , ...)
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Jugador), mappingColumn=dorsal, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property dorsal with lazy=false
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Jugador:dorsal]
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for dorsal
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Jugador.dorsal
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property dorsal
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Jugador), mappingColumn=fechaNacimiento, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property fechaNacimiento with lazy=false
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Jugador:fechaNacimiento]
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for fechaNacimiento
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Jugador.fechaNacimiento
2024-11-29 00:18:56.585 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property fechaNacimiento
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Jugador), mappingColumn=nombre, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nombre with lazy=false
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Jugador:nombre]
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for nombre
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Jugador.nombre
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property nombre
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Jugador), mappingColumn=posicion, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property posicion with lazy=false
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Jugador:posicion]
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for posicion
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Jugador.posicion
2024-11-29 00:18:56.586 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property posicion
2024-11-29 00:18:56.587 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Binding entity from annotated class: models.Estadio
2024-11-29 00:18:56.587 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2024-11-29 00:18:56.587 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Import with entity name Estadio
2024-11-29 00:18:56.587 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Bind entity models.Estadio on table Estadio
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Estadio), mappingColumn=id_estadio, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [models.Estadio] is safe
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : models.Estadio
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property idEstadio with lazy=false
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Estadio:idEstadio]
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for idEstadio
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Estadio.id_estadio
2024-11-29 00:18:56.588 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property idEstadio
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.BinderHelper - #makeIdGenerator(BasicValue([Column(id_estadio)]), idEstadio, org.hibernate.id.enhanced.SequenceStyleGenerator, , ...)
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Estadio), mappingColumn=capacidad, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property capacidad with lazy=false
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Estadio:capacidad]
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for capacidad
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Estadio.capacidad
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property capacidad
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Estadio), mappingColumn=nombre, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nombre with lazy=false
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Estadio:nombre]
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for nombre
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Estadio.nombre
2024-11-29 00:18:56.589 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property nombre
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Estadio), mappingColumn=ubicacion, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property ubicacion with lazy=false
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Estadio:ubicacion]
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for ubicacion
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Estadio.ubicacion
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property ubicacion
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Binding entity from annotated class: models.Arbitro
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Import with entity name Arbitro
2024-11-29 00:18:56.590 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Bind entity models.Arbitro on table Arbitro
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=id_arbitro, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [models.Arbitro] is safe
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : models.Arbitro
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property idArbitro with lazy=false
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Arbitro:idArbitro]
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for idArbitro
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Arbitro.id_arbitro
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property idArbitro
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.BinderHelper - #makeIdGenerator(BasicValue([Column(id_arbitro)]), idArbitro, org.hibernate.id.enhanced.SequenceStyleGenerator, , ...)
2024-11-29 00:18:56.594 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=experiencia, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property experiencia with lazy=false
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Arbitro:experiencia]
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for experiencia
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Arbitro.experiencia
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property experiencia
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=nacionalidad, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nacionalidad with lazy=false
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Arbitro:nacionalidad]
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for nacionalidad
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Arbitro.nacionalidad
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property nacionalidad
2024-11-29 00:18:56.595 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=nombre, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property nombre with lazy=false
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Arbitro:nombre]
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for nombre
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Arbitro.nombre
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property nombre
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=partidos_ORDER, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=element, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.596 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Arbitro), mappingColumn=partidos_KEY, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.597 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='partidos_KEY', referencedColumn='null', mappedBy='null'}
2024-11-29 00:18:56.597 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='id_equipo', referencedColumn='', mappedBy=''}
2024-11-29 00:18:56.597 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='id_partido', referencedColumn='', mappedBy=''}
2024-11-29 00:18:56.597 [main] DEBUG org.hibernate.cfg.annotations.CollectionBinder - Collection role: models.Arbitro.partidos
2024-11-29 00:18:56.597 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property partidos
2024-11-29 00:18:56.597 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Binding entity from annotated class: models.Partido
2024-11-29 00:18:56.598 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2024-11-29 00:18:56.598 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Import with entity name Partido
2024-11-29 00:18:56.598 [main] DEBUG org.hibernate.cfg.annotations.EntityBinder - Bind entity models.Partido on table Partido
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=id_partido, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [models.Partido] is safe
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : models.Partido
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property idPartido with lazy=false
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Partido:idPartido]
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for idPartido
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Partido.id_partido
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property idPartido
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.BinderHelper - #makeIdGenerator(BasicValue([Column(id_partido)]), idPartido, org.hibernate.id.enhanced.SequenceStyleGenerator, , ...)
2024-11-29 00:18:56.599 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=arbitros_ORDER, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=element, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=arbitros_KEY, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='arbitros_KEY', referencedColumn='null', mappedBy='null'}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy=''}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy=''}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.annotations.CollectionBinder - Collection role: models.Partido.arbitros
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property arbitros
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=fecha, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property fecha with lazy=false
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Partido:fecha]
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for fecha
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Partido.fecha
2024-11-29 00:18:56.600 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property fecha
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=jornada, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property jornada with lazy=false
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Partido:jornada]
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for jornada
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Partido.jornada
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property jornada
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.AnnotatedColumn - Binding column: Column{table=Table(Partido), mappingColumn=resultado, insertable=true, updatable=true, unique=false}
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - MetadataSourceProcessor property resultado with lazy=false
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [models.Partido:resultado]
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - building BasicValue for resultado
2024-11-29 00:18:56.601 [main] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: Partido.resultado
2024-11-29 00:18:56.602 [main] DEBUG org.hibernate.cfg.annotations.PropertyBinder - Building property resultado
2024-11-29 00:18:56.603 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for idLiga
2024-11-29 00:18:56.603 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for nivel
2024-11-29 00:18:56.604 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for nombre
2024-11-29 00:18:56.604 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for pais
2024-11-29 00:18:56.604 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for idEquipo
2024-11-29 00:18:56.604 [main] DEBUG org.hibernate.cfg.annotations.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for fundacion
